docid	charname	charid	gender	pubdate	words
coo.31924014499531	Anne	coo.31924014499531|Anne	f	1928	stepped go said made did had said laughed took said looked is tell said announced promised told replied came carried suggested holding said took said said said replied smiled lifted explained lifted took called have said said said laughed cried said made mean explained called said said gave said said declared said have said said thought said prove asked explained said said said said said told said came spoke laid told started said said laughed said said suggested made explained said told continued said noticed told seen was said said approved said said suggested said nodded said finished see cut fastened replied said replied brought said studied said asked said felt loved saw said cried said said shook said sang talked said asked admitted said did said said exclaimed said laughed said took told said said said had asked wanted repeated said said laughed illustrate meant said told found said explained said said said sat told showed said asked said suggested said calmed said noticed said said said smiled agreed shine said said laughed said said said told said showed said thought said laughed replied ventured said nodded said took said said told insisted appeared told told chose thought want said persuaded said said lunching suggested said said said said pay said agreed had brought said suggested said laughed looked found wanted giving said told said explained said laughed said told said said had said told said explained said went said continued told said said said said said said asked wanted approved liked came cried put said said said agreed had said asked lent knew looked suggested have told make seen said suggested said settled thought told went drank made took meant seen said declared laughed told assented laughed remarked said hesitated objected said explained agreed shook said said explained promised said said called said heard peered said said arranged had luggage hands aunt head instructions direction aunt smile head model piece criticism arm room dresses aunt hand furniture brother stand less class room walls turn samples choice room bureau room apartment bed room rug mind room shoulders face head room delighted proud delighted glad was-cried was-welcome was-see was-cried was-replied was-pleased was-put was-asked was-asked was-asked was-asked was-asked was-laughed was-look was-told was-answered was-cried was-asked was-reminded was-match was-told was-asked was-pulled said-hello said-hello said-plans said-indeed said-yes said-appoint said-four said-assistants said-wait said-bit said-ready said-something said-else said-show said-need said-help said-fetch said-house said-living said-next said-summer said-look said-attic said-yes said-center said-mother said-father said-rooms said-left said-wing said-rooms said-guest said-room said-corner said-next said-dad said-rooms said-begin said-corner said-next said-mother said-rooms said-wing said-belong said-bathroom said-together said-boys said-downstairs said-minute said-flower said-room said-idea said-house said-comfortable said-convenient said-house said-fun said-begins said-lot said-buts said-indeed said-schemes said-wait said-until said-house said-finished said-begin said-give said-comfortable said-room said-exactly said-suitable said-evidently said-expect said-carpenter said-suppose said-sit said-add said-comfort said-requires said-better said-begin said-patient said-turn said-fine said-brought said-something said-interesting said-remember said-scissors said-paste said-room said-boys said-rooms said-sure said-cut said-anything said-else said-bend said-four said-side said-pieces said-middle said-fold said-exactly said-straight said-line said-mother said-plan said-piece said-embroidery said-whether said-worked said-silk said-velvet said-canvas said-wool said-because said-background said-influence said-embroidery said-extent said-same said-thing said-plan said-room said-walls said-deal said-sort said-embroidery said-done said-since said-four said-wall said-instead said-painting said-directly said-model said-paint said-pieces said-paper said-size said-paste said-done said-gives said-chance said-avoid said-mistakes said-colors said-want said-tent said-add said-color said-pretty said-special said-ceiling said-save said-deal said-actually said-begin said-work said-because said-stripes said-wall said-colors said-disposed said-worth said-spending said-afternoon said-plan said-accomplish said-ground said-coat said-cream said-color said-put said-wall said-room said-ready said-stripes said-laid said-paint said-smocks said-remember said-story said-bears said-seems said-paper said-belongs said-big said-bear said-thing said-paper said-why said-scale said-scale said-scale said-proud said-choosing said-ceiling said-ceilings said-light said-give said-height said-yes said-draw said-splendid said-clouds said-perhaps said-saves said-bacon said-look said-sure said-case said-especially said-tall said-masts said-big said-sails said-need said-full said-height said-wall said-give said-room said-enough said-mean said-color said-lesson said-green said-leaves said-green said-stem said-yellow said-what-you-call said-center said-flower said-wall said-certain said-fixed said-parts said-next said-dado said-deplorable said-panel said-middle said-bureau said-cut said-suppose said-panel said-behind said-bed said-narrow said-feel said-poor said-bed said-trying said-squeeze said-pale said-pink said-want said-hpo-day said-talk said-placing said-furniture said-rooms said-interesting said-decorating said-expect said-discover said-reason said-position said-piece said-furniture said-house said-people said-reasons said-why said-homes said-badly said-arranged said-able said-help said-finished said-rooms said-real said-tent said-bless said-true said-beds said-placed said-backs said-window said-light said-shine said-eyes said-crowding said-everything said-part said-room said-happens said-seesaw said-end said-rest said-end said-words said-balance said-important said-rule said-arrangement said-room said-different said-furniture said-need said-bookcase said-thing said-consider said-room said-because said-spot said-center said-attraction said-plan said-group said-around said-front said-window said-put said-stand said-flowers said-fireplace said-room said-fit said-accordingly said-anything said-carpets said-rugs said-except said-room said-mind said-velvet said-dress said-crazy said-stupid said-wear said-best said-clothes said-wrong said-places said-put said-slippers said-act said-rugs said-feet said-walls said-floors said-settled said-leave said-decide said-chosen said-paint said-circle said-primary said-colors said-fun said-take said-paint said-brushes said-yellow said-blue said-try said-same said-amount said-color said-brush said-mix said-together said-palette said-happens said-secondary said-colors said-walls said-house said-mysterious said-conductors said-light said-wherever said-arranged said-room said-sort said-lighting said-fixture said-maybe said-wall said-light said-answer said-question said-stop said-why said-lighting said-fixtures said-buy said-oh said-ear-rings said-look said-hold said-flowers said-almost said-take said-books said-models said-leaves said-extra said-day said-american said-wing said-museum said-use said-painted said-bureau said-bed said-bed said-yours said-stand said-faces said-fireplace said-head said-wall said-opposite said-mantel said-nice said-bed said-footboard said-lie said-look said-fire said-wanted said-believe said-done said-sure said-exactly said-wallpaper said-green said-color said-carpet said-frames said-help said-complete said-composition said-entire said-room said-put said-whatever said-likes said-long said-pictures said-fit said-properly said-inside said-panels said-planned said-look said-pale-pink said-walls said-gilt said-frames said-appropriate said-happen said-suit said-type said-picture said-select said-lots said-mentioned said-to-day said-used said-feeling said-bathroom said-white said-hospital said-looking said-turn said-hose said-scrub said-clean said-white said-shining said-tub said-white said-walls said-white said-fixtures said-lot said-places said-lately said-house-makers said-decided said-bathroom said-color said-room said-house said-hospital said-atmosphere said-put said-colored said-tiles said-painted said-walls said-done said-sorts said-amusing said-private said-rooms said-course said-largely said-matter said-taste said-leave said-entirely said-prefer said-take said-boys said-bathroom said-between said-boat said-room said-tent said-room said-feel said-want said-white said-want said-color said-along said-models said-rooms said-sky said-night said-pink said-wall said-put said-flowers said-somewhere said-why said-border said-around said-top said-tiles said-begin said-work
coo.31924014499531	Georgie	coo.31924014499531|Georgie	m	1928	laughed want thought ??? said-broad said-cream said-stripes said-palish said-blue said-used said-brought said-narrow said-red said-stripes said-separating said-blue said-stripe said-cream said-approves said-use said-design
coo.31924014499531	Jim	coo.31924014499531|Jim	m	1928	wake balancing said suggested said ran carrying said thinking asked said guessed reading began began said said replied has announced made said tell announced laughed asked remembered made said said observed wore look said wriggled said announced explained hung said handed said looked whooped said called was insisted exclaimed said said said said replied said had said said said heard broke said said said looked said groaned did protested have agreed said dipped stained dyed felt hung said chuckled asked said said proposed said wanted agreed thought found thought crossed liked said said answered objected asked said announced fell cried said tousled said gave knees help knights list list dancing turn face hat head room chair hand room room handiwork room sky voice clearing room list chest room wall aunt hand father father room room grumpy idea proud busy content silent was-puzzled was-asked was-grumbled was-cried was-asked was-cried was-grumbled was-asked was-asked was-asked was-answered said-plans said-house said-thought said-plans said-something said-head said-knee said-whole said-delight said-house said-place said-everything said-easier said-keep said-everything said-place said-big said-room said-want said-house said-built said-room said-sleep said-dress said-keep said-clothes said-sea said-chest said-yes said-edge said-bunk said-mine said-best said-house-walls said-shut said-neighbors said-give said-privacy said-intimacy said-keep said-cold said-keep said-warmth said-hold said-roof said-heads said-protect said-storms said-rain said-snow said-inside said-walls said-divide said-house said-different said-rooms said-kind said-friends said-specially said-polite said-look said-unhappy said-once said-offended said-dignity said-sense said-beauty said-scratch said-pencil said-marks said-tack said-higglety-pigglety said-stand said-look said-reproachfully said-day said-until said-why said-world said-treat said-badly said-hang said-striped said-canvas said-around said-took said-long said-room said-forget said-model said-next said-furnish said-tent said-room said-plan said-else said-means said-rosebuds said-cut said-rug said-big said-enough said-cover said-floor said-leaving said-foot said-around said-edge said-wall said-painting said-rug said-green said-start said-work said-room said-perhaps said-finish said-afternoon said-fine said-idea said-want said-boats said-walls said-boats said-white said-sails said-above said-blue said-sky said-colors said-blue said-sky said-course said-criticism said-plan said-water said-boats said-begin said-floor said-line said-covered said-furniture said-remember said-furniture said-except said-sea said-chest said-low said-bunk said-corner said-room said-chairs said-count said-stand said-center said-wall said-wo said-cover said-anything said-hooray said-bet said-furniture said-line said-same said-keep said-boats said-low said-near said-floor said-pink said-tea said-end said-air said-happens said-furniture said-refuses said-balance said-anything said-else said-rooms said-ours said-sanitatious said-seems said-lot said-funny said-decorating said-room said-curtains said-oh said-pshaw said-beat said-curtains said-color said-curtains said-why said-sounds said-buy said-coats said-thing said-forgot said-buy said-pictures said-pattern said-wall said-ready said-decided said-course said-dad said-move said-soon said-night said-flower
coo.31924014499531	Mrs.Baxter	coo.31924014499531|Mrs.Baxter	f	1928	thought said said-rosy said-child said-dreams said-life said-lovely said-darling said-mother said-hopes said-happy
coo.31924014499531	Jean	coo.31924014499531|Jean	u	1928	crumbled made said giggled looked said exclaimed said objected said offered blushed said said insisted interrupted said said said said felt said went looked gave said hung said found put had said said said chose keep selected said said go said said said reminded see asked found bought chose said said said discuss said jumped sill eyes to-morrow dresses face wall-paper rosebuds ceiling room room room room much busy wall was-see was-sighed was-cried was-asked was-asked was-sighed was-made was-cried said-late said-white said-pigeon said-pidges said-poor said-house said-house said-build said-four said-children said-mother said-secret said-aunt said-furnish said-expect said-youngsters said-help said-black-and-blue said-house said-stay said-doll said-house said-boys said-toys said-sounds said-desk said-wanted said-sit said-mine said-nicest said-why said-daddy said-expect said-photograph said-big said-real said-person said-poem said-help said-paint said-yes said-ladders said-aunt said-best said-model said-roses said-big said-paint said-wall-paper said-tent said-yesterday said-specially said-suitable said-paper said-room said-fresh said-dainty said-gay said-clean-looking said-littlegirly said-fact said-suppose said-almost said-white said-work said-show said-mean said-bureau said-balances said-bed said-look said-desk said-seems said-balance said-rugs said-to-day said-vacuum said-keep said-clean said-feel said-missed said-something said-girls said-use said-told said-furniture said-room said-match said-exactly said-aunt said-grow said-pictures said-background said-wall said-background said-tulips said-sleep said-exciting
coo.31924014499531	George	coo.31924014499531|George	m	1928	hopped grasped boasted lost spoke had said lay thinking answer growing wants know going read cried said said laughed said went made said approves said pasted resist hung took put put had made chosen protested said looked asked said take said said found wanted replied have catch got have wants wants have have woke said said looking felt asked put wanted chose carried carried liked ordered found insisted said want have said think said seemed like agreed ventured know fell said said brother dog balance hands room idea list model walls wall model tent room shoulder walls belongings feet tent room room father hand father bank tent desk bureau tray room book room walls brother room bedtime eyes ready one embarrassed delighted much was-leave was-replied was-shouted was-asked was-persuaded was-asked was-asked was-asked was-allowed was-asked said-sometimes said-put said-paper said-wo said-forget said-people said-help said-work said-blue-prints said-architect said-plans said-house said-built said-day said-everything said-drawn said-sheets said-paper said-carried said-brick said-stone said-plaster said-wood said-whole said-house said-wrapped said-bundle said-lift said-whole said-house said-look said-look said-aunt said-game said-bed said-course said-idea said-palace said-once said-lived said-room said-same said-hope said-day said-tent said-luxurious said-makes said-box said-mine said-paper said-big said-enough said-daddy said-congratulations said-tent said-point said-walls said-tent said-out-of-doors said-woods said-room said-room said-live said-house said-reason said-why said-pretend said-tent said-paint said-look said-tent said-suitably said-furnished said-live said-probably said-study said-lessons said-present said-moment said-table said-room said-write said-place said-books said-perhaps said-day said-mumps said-measles said-bed said-several said-days said-mother said-nurse said-sit said-chair said-either said-enough said-room said-comfortable said-livable said-bed said-necessity said-need said-sleep said-bureau said-necessity said-keep said-clothes said-desk said-necessity said-forgotten said-need said-chair said-sit said-desk said-chair said-comfortable said-case said-visitor said-tent said-room said-yes said-oh said-beautiful said-room said-world said-carpet said-put said-door said-colors said-paint said-circles said-dollar said-bills said-seven said-dollars said-lighting said-fixtures said-save said-daddy said-money said-ate said-museum said-remember said-museum said-rooms said-lots said-people said-buy said-furniture said-buy said-packs said-cards said-trouble said-set said-look said-different said-pieces said-fit said-together said-makes said-interesting said-room said-select said-individual said-pieces said-day said-bed said-either said-plain said-wood said-frames said-painted said-wood said-frames said-band said-metal said-paper said-wo said-count said-frame said-decided said-stripe said-walls said-picture said-something said-tiny said-line said-around said-separate said-design said-wall said-color said-hope said-plaster said-wing said-everything said-mummy
coo.31924014499531	Jerry	coo.31924014499531|Jerry	m	1928	wake known tried said looked exclaimed said said said made reminded suggested produced did stand said hung began looked chose admitted held said said said said goes took made found thought said said answered wake waiting said protested said found said found begged felt was said promised discuss thinks remarked was said answered best list design there love room bureau model room chairs room bed model room room room first undecided delighted background was-wake was-cried was-inquired was-asked was-asked was-reminded was-sniffed was-asked was-explained was-asked was-asked was-grieved was-told was-asked was-asked was-obliged was-asked was-answered was-made was-asked was-leave was-told was-let said-lark said-green said-yellow said-blinds said-house said-begin said-hope said-tops said-lift said-step said-garden said-taste said-furnish said-rooms said-built said-aunt said-oldest said-read said-yours said-architects said-plans said-full-size said-kind said-walls said-rooms said-paint said-stripes said-walls said-furniture said-line said-lot said-learned said-walls said-find said-to-morrow said-room said-want said-give said-room said-imagine said-room said-girl said-dress said-gray said-eyes said-brown said-hair said-wear said-pink said-dresses said-beautifully said-combination said-allow said-room said-something said-same said-sort said-use said-green said-begins said-look said-mother said-room said-word said-color said-wall said-wish said-pale said-pink said-suppose said-use said-furniture said-years said-years said-until said-grown said-ahead said-mother said-lie said-watch said-fire said-done said-deal said-work said-true said-nearly said-walls said-planned said-furniture said-suggested said-dozen said-touched said-put said-minds said-work said-forgotten said-rug said-carpet said-covers said-whole said-floor said-prefer said-wall said-dining-room said-fixtures said-town said-choose said-furniture said-room said-needs said-rich said-brown said-color said-wood said-hang said-photographs said-mix said-kinds said-pictures said-room said-usually said-prints said-look said-best said-themselves said-etchings said-water-colors said-oil said-paintings said-together said-tried said-serve said-salad said-dessert said-soup said-same said-course said-move said-until said-kitchen said-finished said-room said-keeps said-whole said-household said-sit said-pink said-room said-lovely said-mother said-help said-happy said-lovely
coo.31924014499531	Daddy	coo.31924014499531|Daddy	m	1928	said said take swung said listened said learned said explained home was-swung was-hugged said-nothing said-hole said-ground said-far said-hole said-fill said-dollar said-bills said-dear said-generous said-boy said-really said-need said-seven said-dollars said-joking said-cellar said-wo said-filled said-real said-money said-meant said-house said-cost said-lot said-money said-done said-especially said-young said-decorators said-turned said-loose said-choosing said-pictures
coo.31924014499531	Mother	coo.31924014499531|Mother	f	1928	said have says tell want decided said bear said took had said suggested took said said came sat lighted hopes laughed said room family kiss room chairs was-show was-leave said-silence said-rule said-find said-cure said-bumps said-yes said-begin said-to-morrow said-train said-eyes said-furniture said-help said-buy said-sort said-ironsidest said-try said-hard said-sail said-quick said-dreamland said-alone said-house said-lovely said-happy
coo.31924014517639	Bella	coo.31924014517639|Bella	f	1925	made turned heard stopped flung gathered shook relinquished faced sensed hated knew felt share think had felt knew face felt continued doing looked gone gone lad hurried arm face head strength voice face head hour head needs eyes motherhood heart arms girl-heart ecstasy feeling touch arms breast bairn oot sins sins sins for bairn ??? o bed look hat shoes poverty listless child humble was-saved was-surround was-seared was-speak was-minded said-tocher said-lad said-gone said-soldierin said-take said-yer said-ease said-disgraced said-parish said-drumorty said-justly said-punished said-sins said-winna said-stay said-face said-elders said-walk said-till said-drop said-lauding said-evil-doer
coo.31924014517639	Tammas	coo.31924014517639|Tammas	u	1925	came know know made stopped helped reached tell was-formed said-tammas said-keep said-between said-door
coo.31924014517639	Jessie	coo.31924014517639|Jessie	f	1925	added lost answered bought said was saw laid held made charged liked come watching was bought practice hurried expects looked cleared asked sat bought noticed watched come does turned spoke said help waited answered need brewed pinned hope sipped felt seen returning wondering stepped wore protested was wear stopped turned came forgot worn understood meant kept was sat pondered know seen did stayed fortified was cried gave retorted opened see watch see whisper understood hid sewing stood sensed clasping fighting paused had went closed is sat shut saw proceed drop saw ran saw called caught urged coaxed put stepped rattled carried come had sleepin let returned mark had took bear noticed came opened cried dropped heard glanced clapped stopped stood expect smiled caught broke turned lifted fight asked slipped making clutched hastened gave sprang reached peered read trembled read head davey eyes strings hat peace gown goin door curtain day speer throat testament eyes tombstone cottage back head bonnet heart heart eyes tea rugs tea walk gown neck handkie neck parasol heart shoes dress knees romance neck frivolity dumplings window pride advice hands waist eyes hands light window-blinds head palms belongings arm feet throat reel efforts name voice arm panting face voice cheeks words tone lap lap heart gait mind sins bed heart own heart care step hand lamb bonnet hostility tone eyes fighter mother knees attention toes trips flannelette heart thoughts sure woman was-speer was-put was-has was-disappointed was-flustered was-shocked was-brow-beaten was-fortify was-brought was-pursued was-urged was-handed was-exclaimed was-cooed was-urged was-left said-half said-yards said-four said-inch said-black said-satin said-ribbon said-aye said-silk said-sides said-bide said-wee said-till said-goin said-full said-swing said-bide said-hame said-frae said-kirk said-dare said-peats said-better said-sheltered said-lea said-byre said-silk said-sides said-beloved said-wife said-sexton said-late said-morning said-choke said-minister said-oh said-pity said-bonnie said-tree said-thought said-minded said-leave said-peats said-side said-house said-jock said-sclessor said-mussy said-house said-thinkin said-mother said-over-lenient said-brought said-pure said-gold said-soft said-ti said-mix said-fair said-maid said-eternity said-brief said-spend said-gazing said-eyes said-weel said-ti said-guard said-agin said-blood-poisinin said-lass said-certies said-back said-doesna said-gie said-lassie said-draw said-lanely said-breath said-persnickety said-maid said-romantic said-hair said-yer said-head said-walk said-along said-looking said-gowans said-dinna said-yer said-looking said-lad said-pot said-kale said-fire said-shameless said-limmer said-back said-house said-na said-na said-show said-wee said-shirts said-makin said-back said-stay said-face said-awa said-creepin said-maclean said-sleepin said-shake-down said-limmer said-lying said-queen said-feather said-bed said-wee said-lamb said-need said-ti said-sleep said-clothes-basket said-noo said-pram said-cradle said-havin said-skilly said-certies said-skilly said-hae said-ti said-tocher said-weel said-vexed said-oot said-bye said-somewhere said-ti said-flesher said-aye said-run said-run said-skilly said-hear
coo.31924014517639	Perney	coo.31924014517639|Perney	u	1925	given insisted cut had told had learned was-troubled was-bewildered was-ask said-collar said-couldna said-expected said-fit said-until said-worn said-six said-months said-dared said-dare said-oh said-faithful
coo.31924014517639	Sandy	coo.31924014517639|Sandy	f	1925	choked reflected had had had had give given saved thought knew wait do knew answered knowing knows reap loved swung stopped jerked licked came spoke question biding cried screamed struck left stop feed stop looked go make stop stop drink started was held watched get get hear find door butter prize head cheeks lips legs funeral door spite face eyes lips bottle more fingers hand heart hand hand voice stump eyes dolman drinking drinking shame drinking head eyes head lips voice name door cars face breath own sake glad cuttin havin strong proud woman was-bury was-minded was-bid was-cornered was-saw was-shamed was-held was-outsung was-outsung was-outsung was-call said-besides said-mistress said-macnab said-angry said-bury said-sandy said-honor said-due said-biddin said-thinkin said-yer said-losing said-wee said-bit said-sense said-born said-tammas said-morn said-sandy said-macnab said-funeral said-look said-sandy said-why said-cotterin said-answer said-high-class said-tailor said-pressing said-mending said-also said-done
coo.31924014517639	MacPherson	coo.31924014517639|MacPherson	m	1925	got knocking understand seen wondered paced finished hesitated took attention heart cottage byre was-prompted was-winding said-need said-quart said-extra said-ilka said-day said-oh said-aye
coo.31924014517639	Kirsty	coo.31924014517639|Kirsty	f	1925	see sitting realised had wished scoffed recalled forget screwed reflected lidded forego resolved scorned treat felt watched started slighted hear reflected make pulled decided give tell begged knew resented did give ask looked prompted see had held called said liked give knowing sat picked turned rose started sat cried found chuckled nursed screamed envied put knew stood gone cupped sat whispered let did worshipping trod finished had answered know dismay round sobs laurels fits prize efforts son voice fits bide take eyes voice face fits hand art put mutch chair wristlets voice feet back chair mind face knees glory crown homage hand chair mutch cheeks hands lap thoughts pride eyes voice friend anxious sorry was-bidden was-bidden was-spare was-made was-look was-hurt said-verge said-fit said-weel said-fine said-mutch said-wha said-noo said-inside said-ten said-minutes said-mistress said-mackenty said-talking said-stone-blind said-to-night said-mither said-weel said-jar said-calf said-foot said-jelly said-nae said-doot said-tenth said-parcel said-since said-ten said-o'clock said-mistress said-macnab said-need said-ti said-buy said-bite said-food said-fortnight said-bid said-tammas said-aye said-sendin said-noo said-fit said-fit said-knows said-care said-tammas said-niver said-mither said-known said-mysel said-fine said-broth said-aye said-collars said-easy said-bits
coo.31924014517639	Jock	coo.31924014517639|Jock	m	1925	kept missed come intended been decide made let clean came forgot dropped replied was came wearing guess agreed agreed meditated said move come try needs slipped dog mind boots way morning life * dazed was-seeing was-telling was-hurried said-speer said-hae said-forgotten said-scraper said-expects said-speer said-na said-better said-guid said-morning said-aye said-later said-usual said-evidently said-expected said-speer said-glimpsed said-gowan said-slip said-kneel said-kirk said-maybe said-better said-sound said-gey said-lonesome said-biding said-thinkin said-levelin said-rowan said-tree said-aye said-minded said-leave said-body said-canna said-hae said-peats said-wouldna said-build said-anyway said-lambing said-bonnie said-tree said-cut
coo.31924014517639	SallyAnn	coo.31924014517639|SallyAnn	f	1925	told hand drew drew had waited spent started make give caught prevented fit determined gone turned thought make manage care excused banked steal feel selling take started braided dream thrill brave provide steeped liked seeing told hated enjoying sat seem think want had kept believed made pulled wore protested said turn missed smiled had charge had take like pretend did knew given was expecting dumped flushed noticed found scolded filled stood meant reasoned say heard waiting lay dreamed given looked leaned taking was was turned cried came cried started darted ran did sought found go walk sat loved believe love think waiting was come walked found began go meant turned think approaching turned come come come was came thought coming come braiding heard snuffed sat saw do call whispered whispered paused answered spoke said gasped faltered begged assure was said spoke drew whispered tell broken said answer say had didna saw push grieve held put was said put advised struggled said faced said regarded advised went blame pull live do do live looked come bear loiter saw take bear ran cried cried speak doubted meant courting thought held given doubted know know love cried wondered fault time mother grandmother shop daughter bottles forby nose thumb eyes half-penny gown eye mother mother feet mother mother brows shoulders mother cheek-bones hair ways father room hair wildly dreams wits sister mother mother mother effort mother knee heart mother cap heart mother float dreams side mother side mother night hair eyes gown skin skin quietness eyes kisses ways heart hands circled hands dream lover eyes quietness head chin face lashes face again mouth kisses wanton face throat body helpless frightened free willing eyes hand room hair sunday step room lips chair senses come feet head home folly neck horse eagerness waiting head way light-like night pride reason pridefulness think downcome by hair heart nainsook hearing fingers heart heart mother face heart arms arms pride mither breast feet heart unworthiness silence arms breath lips breast happiness close closer mother mother eyes mother horns speech kisses glances heart coming feet eagerness face need grasp lightly breast so humility love single free able unreasonable impudent content right proud woman lamb gentle powerless ready bold unwilling afraid full poor happy was-left was-married was-instruct was-left was-get was-obliged was-caught was-prevented was-persuaded was-like was-marry was-urging was-tend was-kept was-troubling was-included was-turned was-attract was-contemplating was-cried was-began was-detain was-courting was-minded was-dismayed was-mazed was-approaching was-claim was-warn was-frightened was-staying was-watched was-love was-loved was-love was-found was-tricked was-call was-told was-see was-leave was-leave was-greet was-sound was-sought was-overtake was-sought was-regarded was-see was-see was-seeing was-hold was-meet was-sweeping was-doubted was-courting was-doubted said-secret said-sellin said-candy said-mither said-unco said-bonnie said-mither said-hae said-real said-knack said-trimmin said-winda said-church said-socials said-skilly said-gype said-ridin said-doon said-brae said-dirt said-flyin said-o'er said-head said-auld said-heels said-guid said-day said-mither said-mither said-keep said-lass said-waitin said-kiss said-mither said-tel said-obligin said-women-folk said-fine said-nonsense said-fine said-nonsense said-thought said-meant said-word said-hair said-color said-candy said-nothing said-bare said-truth said-fine said-nonsense said-fash said-mysel said-o'er said-bare said-civility said-canna said-canna said-canna said-canna said-canna said-canna said-dinna said-maun said-canna said-trial said-dinna said-hate said-nae said-lass said-ever said-missed said-tryst said-please said-mither said-stookie said-sunday said-na said-aye said-crop-bound said-fed said-oats said-left said-frae said-decoratin said-kirk said-mither said-thinks said-visitation said-frae said-lord said-stintin said-hae said-operated said-sax said-sandy said-razor said-five said-doin said-fine said-ane said-pass said-awa said-aye said-done said-better said-awa said-canna said-mither said-maun said-meet said-dinna said-hae said-sinkin said-spell said-mither said-maun said-leave said-devil said-tak said-glib said-tongue said-oh said-canna said-wait said-ken said-hae said-asked said-afore said-ken said-hae said-asked said-different said-want said-wife said-none said-ever said-sought said-takes said-taste said-appreciate
coo.31924014517639	Jean	coo.31924014517639|Jean	u	1925	care replied speak bear keep put signalled defended admit answered meet was pleased thrilled took lost reasoned gazed forgot cried lost cried knew explained lingered approaching corruption solos protest expectations voice heart emotion heart veil past proud irritated was-left was-filled was-obliged was-marry was-married said-deed said-wha said-cotter said-consideration said-father said-canna said-fittin said-crotch said-singin said-ken said-mean said-fine said-goin said-play said-hymns said-macgregor said-aye said-aye said-fine said-tattie-doolie
coo.31924014517639	JamesMacDonaldMacGregor	coo.31924014517639|JamesMacDonaldMacGregor	m	1925	name arrival voice head said-nae said-use said-wife said-wantin said-hand said-wantin said-hand
coo.31924014517639	MacFarlane	coo.31924014517639|MacFarlane	m	1925	nicknamed outsung held put let work let touch retired cut suspected did produce forgotten cut duplicate duplicate wondered complained knew spent cut knew hear risen tempted dared bear loved hated knew arrange blundered go dumped had believed caught snorted followed felt bear sat give was saw straightened belief son eyes day wife wife neck face arm hands mind collars customers face needle bench resolve wife indignation wife rock betterment rival roof chair chair content able fraser was-defended was-deride was-send was-encounter was-telling was-comforted was-defend was-convinced was-despised was-remind was-betray was-elbowed was-tell was-known was-despising was-despising said-tattie-doolie said-certies said-expect said-collar said-grip said-yer said-neck said-yer said-lass said-arm said-collars said-bowl said-next said-fire
coo.31924014517639	BrackenLane	coo.31924014517639|BrackenLane	m	1925	come knew liked found sought asked entered pressed went horse was-see was-pleased was-minded was-reproach was-understanding was-begging said-yer said-brother said-hens said-hens said-leave said-kiss said-lass said-tongue said-ain
coo.31924014517639	Mary	coo.31924014517639|Mary	f	1925	do care welcomed knew make go fumbled spat settled stood sit came make knew tell asked laughed cried laughed stepped cornered leave did creep lying lived ??? screamed scream rocked stop stop buy cry stop answered answered fashf married charged cough bed hair head arms head knees haste throat ears cottering feet cottering bed scorn scorn jeering hand nails eyes name hand rocking crying drinking wailing strength head ready was-confined was-told was-bringing was-riving was-married was-watching was-cared was-hate was-asked said-sandy said-biding said-goin said-cotterin said-yer said-need said-ask said-mean said-taunt said-nae said-use said-wife said-wantin said-hand said-eh said-fine said-emptying said-garbage said-fine
coo.31924014517639	MistressMacNab	coo.31924014517639|MistressMacNab	f	1925	carry think raking wanted make saw cried heard whistling said said trying blew giving valued advised was was thinking spoke believed trying knew set murmured share got said have rage man rounds mind teeth pipe behaviour father boot pipe mutch sure reliable-like dull was-bidding was-treat was-begged was-give was-ask said-mistress said-macpherson said-hae said-use said-sight said-praise said-god said-eyes said-roll said-heaven said-legs said-stiffen said-iteannie said-carried said-oot said-bidden said-corp said-glad said-thinkin said-drivin said-skilly said-morn said-ti said-borrow said-rake said-oh said-aye said-cuttin said-nose said-ti said-spite said-face said-puir said-body said-feel said-heart said-ti said-pity said-tammas said-shut said-door said-rest said-tammas
coo.31924014517639	MacKenty	coo.31924014517639|MacKenty	f	1925	brought came talking get came burning cried bow took wondered hung had asked was said watching seen sat leaned pursed came spoke invited looking shared vowed know be stepped married said spreading knew tried have raised looked sing get needed was had tone stone-blind head hand voice pride fits laurels head purchase voice curtain figure voice voice lamentations window father father flay nickname strength voice voice nellie pound ashamed able was-told was-told was-shamed was-invited was-supplied was-pressed was-outsing was-hear was-drowned said-sandy said-macnab said-choked said-cold said-potato said-hiccoughed said-death said-mistress said-macnab said-havin said-fit said-skilly said-laddie said-gone said-doctor said-drumorty said-forget said-fit said-mind said-mysel said-ever said-hae said-corp said-want said-silk said-sides said-warrant said-maclean said-lost said-heart said-bonnet said-morn said-help said-davey said-hae said-wrang said-bought said-silk said-geraniums said-hae said-overhasty said-half said-yard said-black said-lace said-silk said-sides said-swearing said-bible said-maclean said-secretive said-window-blinds said-fit said-round said-weel said-weel said-goi said-lead said-singin said-tailorin said-tattie-doolie
coo.31924014517639	MaryMacrimmon	coo.31924014517639|MaryMacrimmon	f	1925	make made changed have drop felt show reached filled done glanced making thrown dressed hated loss leg passage seat hat hymn-book voice now breath lungs voice face hold kirk hymn-book father father woman singing was-outsing was-outsing was-punished said-braw said-noise said-put said-mind said-t. said-sellin said-soul said-devil said-dambrod
